14585A Exported Waveform
Sampling Period:0.0001024
Date:Fri Feb 12 16:35:07 2016
Time,File1 Instrument A Channel 1 Current Avg
0,0.276518493890762
0.0001024,0.267840057611465
0.0002048,0.25776544213295
0.0003072,0.249588012695313
0.0004096,0.242300659418106
0.000512,0.23897297680378
0.0006144,0.234433487057686
0.0007168,0.229643493890762
0.0008192,0.22431817650795
0.0009216,0.218185424804688
0.001024,0.21630223095417
0.0011264,0.210044860839844
0.0012288,0.203997284173965
0.0013312,0.198636367917061
0.0014336,0.196085602045059
0.001536,0.195201873779297
0.0016384,0.193522125482559
0.0017408,0.191260010004044
0.0018432,0.188844040036201
0.0019456,0.186414077877998
0.002048,0.18554051220417
0.0021504,0.1810442507267
0.0022528,0.177197769284248
0.0023552,0.173474624752998
0.0024576,0.173811584711075
0.00256,0.173647552728653
0.0026624,0.172935485839844
0.0027648,0.170978546142578
0.0028672,0.169278457760811
0.0029696,0.168598175048828
0.003072,0.166989639401436
0.0031744,0.1636962890625
0.0032768,0.161186218261719
0.0033792,0.158714294433594
0.0034816,0.161640167236328
0.003584,0.163483932614326
0.0036864,0.163174942135811
0.0037888,0.161771133542061
0.0038912,0.160012558102608
0.0039936,0.16015625
0.004096,0.15819039940834
0.0041984,0.155784606933594
0.0043008,0.153624206781387
0.0044032,0.152389526367188
0.0045056,0.1544189453125
0.004608,0.155624389648438
0.0047104,0.160194396972656
0.0048128,0.161931350827217
0.0049152,0.161989837884903
0.0050176,0.163942962884903
0.00512,0.16108575463295
0.0052224,0.158395126461983
0.0053248,0.155918121337891
0.0054272,0.155888870358467
0.0055296,0.16063816845417
0.005632,0.163538604974747
0.0057344,0.166183471679688
0.0058368,0.163925170898438
0.0059392,0.161128997802734
0.0060416,0.162773132324219
0.006144,0.159258514642715
0.0062464,0.156703948974609
0.0063488,0.154263809323311

